1° coordinate,2° coordinate,clusterId
82.1324,210.114,3
244.076,98.2125,0
335.91,273.958,1
267.332,209.593,0
104.111,187.91,3
359.789,225.945,2
94.9212,158.947,3
390.714,248.897,2
512.15,174.358,2
243.417,168.228,0
218.629,126.637,0
243.831,108.74,0
232.983,92.3751,0
401.069,357.521,1
282.491,176.668,0
68.4592,228.928,3
129.852,198.342,3
353.205,297.987,1
198.642,99.3812,0
377.19,430.553,1
492.133,294.048,2
127.725,162.222,3
363.186,309.192,1
97.7698,316.126,3
271.155,139.113,0
362.442,313.402,1
231.919,135.153,0
247.374,109.465,0
244.416,173.263,0
371.489,511.802,1
127.563,298.263,3
493.428,335.397,1
124.514,178.056,3
508.039,163.309,2
94.113,319.293,3
262.956,141.399,0
294.751,160.429,0
249.463,113.268,0
103.266,243.821,3
219.113,110.406,0
90.0033,204.678,3
370.753,377.895,1
244.66,118.799,0
88.2657,167.677,3
517.991,289.747,2
240.592,115.853,0
248.405,272.666,0
233.146,68.8002,0
65.183,230.859,3
541.972,211.931,2
73.7091,224.405,3
239.448,271.19,0
352.793,460.68,1
100.74,56.5387,3
244.389,205.439,0
501.771,125.018,2
288.148,182.097,0
126.368,187.29,3
357.71,304.154,1
245,55,0
123.076,254.331,3
97.9478,250.41,3
387.689,199.083,2
271.934,210.903,0
127.814,310.347,3
104.753,171.312,3
241.455,54.8767,0
64.0741,159.022,3
518.199,172.63,2
479.318,343.62,1
479.79,208.809,2
508.371,374.276,1
103.964,360.052,3
247.957,215.059,0
99.7607,145.605,3
338.63,297.347,1
89.9885,111.276,3
98.0121,179.874,3
352.974,241.032,1
257.689,263.407,0
249.25,160.403,0
396.084,279.331,1
87.6975,257.128,3
252.944,60.0433,0
363.518,271.563,1
113,103,3
367.09,306.865,1
94.3674,261.017,3
110.126,353.078,3
281.058,168.502,0
397.675,406.202,1
383.711,253.064,1
94.0775,156.845,3
225.279,237.382,0
375.378,267.508,1
254.769,204.428,0
368.788,286.179,1
538.306,192.397,2
335.003,396.335,1
258.736,89.1385,0
125.081,289.554,3
378.364,298.054,1
101.278,295.756,3
246.008,30.5202,0
388.796,220.907,2
357.237,273.588,1
139.713,256.778,3
341.673,378.902,1
122.825,112.562,3
543.751,264.861,2
517.857,267.062,2
506.093,280.654,2
279.261,111.691,0
371.017,502.17,1
80.0351,318.352,3
508.745,100.237,2
98.9462,230.928,3
259.725,28.3104,0
92.6272,182.607,3
57.7008,227.108,3
64.3923,264.172,3
265.123,167.15,0
495.705,344.733,1
194.631,136.203,0
115.097,146.356,3
274.042,212.112,0
380.956,374.41,1
238.06,82.9083,0
133.169,249.051,3
376.671,268.439,1
144.74,227.425,3
271.83,94.6751,0
102.154,150.895,3
547.558,170.214,2
238.032,204.119,0
327.811,377.865,1
500.177,218.221,2
83.4224,340.563,3
544.321,185.046,2
393.311,397.838,1
98.2678,212.836,3
397.484,410.263,1
124.668,208.839,3
541.057,165.395,2
267.655,41.6855,0
264.611,124.25,0
232.587,141.843,0
242.988,125.917,0
100.222,99.2635,3
122.231,153.166,3
392.394,328.954,1
262.234,153.53,0
104.242,186.278,3
227.166,78.8383,0
510.787,151.455,2
357.596,436.585,1
339.587,471.339,1
269.074,160.333,0
82.9477,227.894,3
238.505,93.0742,0
103.95,299.244,3
362.143,288.9,1
524.671,154.483,2
360.961,383.383,1
97.9195,284.354,3
129.689,238.439,3
96.2261,104.325,3
83.4367,277.365,3
376.604,422.484,1
366.138,407.667,1
96.4246,296.413,3
58.0876,275.262,3
539.863,264.205,2
467.015,269.81,2
220.505,146.859,0
256.161,72.7948,0
99.7457,236.854,3
263.133,67.5613,0
386.578,413.652,1
109.035,286.101,3
260.35,41.953,0
123.24,199.026,3
122.467,233.705,3
332.414,420.266,1
280.242,94.4518,0
491.02,128.464,2
113.367,154.944,3
531.32,84.4505,2
238.611,250.569,0
218.996,236.834,0
58.1605,150.011,3
124.497,141.147,3
495.028,259.244,2
89.6994,183.679,3
516.235,130.865,2
471.387,297.017,2
278.544,212.666,0
265.262,108.19,0
260.145,240.222,0
121.932,216.698,3
279.335,85.4301,0
71.3636,165.132,3
100.538,151.654,3
342.14,379.79,1
267.608,115.138,0
273.704,107.855,0
222.793,134.835,0
104.645,87.9376,3
127.069,172.212,3
59.6757,186.881,3
511.264,132.298,2
275.923,98.146,0
212.898,63.1361,0
541.35,122.677,2
59.0964,228.128,3
375.046,430.424,1
516.644,89.039,2
270.587,123.06,0
355.307,427.121,1
382.581,261.271,1
104.255,156.24,3
84.8047,179.015,3
109.893,285.324,3
266.7,151.039,0
365.201,463.428,1
282.54,82.027,0
385.302,366.336,1
70.1943,149.725,3
360.116,415.194,1
357.701,224.481,2
278.605,205.146,0
528.593,276.53,2
362.986,139.495,0
487.148,344.311,1
351.108,318.361,1
489.401,85.1891,2
522.02,181.665,2
132.417,240.505,3
99.8594,160.238,3
371.012,276.642,1
489.018,220.32,2
91.8129,100.014,3
69.0737,171.815,3
279.41,89.9256,0
349.972,401.536,1
37.5959,211.876,3
79.5389,262.054,3
411.403,322.971,1
233.967,201.49,0
238.729,52.1212,0
265.465,186.835,0
103.504,282.939,3
519.398,125.678,2
267.657,209.076,0
115.143,187.33,3
273.279,213.585,0
370.411,525.458,1
87.2584,330.036,3
397.613,343.136,1
518.869,337.659,2
367.698,310.508,1
357.426,426.589,1
365.263,349.557,1
83.4525,308.26,3
488.831,165.943,2
286.593,112.919,0
276.001,91.0851,0
59.3031,274.776,3
494.478,303.715,2
131.664,250.692,3
384.475,463.34,1
540.491,261.065,2
395.302,311.374,1
479.716,266.371,2
64.9565,179.051,3
66.8983,208.212,3
497.525,298.411,2
416.434,301.468,1
415.338,320.66,1
397.411,278.032,1
280.4,166.748,0
352.827,461.061,1
89.7839,161.794,3
120.025,236.785,3
495.63,225.578,2
467.213,217.178,2
150.153,222.786,3
374.175,419.154,1
340.817,420.947,1
145.839,191.851,3
400.528,243.394,2
105.836,305.354,3
249.777,288.189,1
337.32,287.364,1
96.6586,97.8092,3
92.8747,253.306,3
101.579,298.42,3
356.734,325.322,1
97.1629,205.894,3
251.21,177.837,0
488.58,110.846,2
59.8457,195.301,3
91.8363,206.296,3
354.518,385.134,1
125.407,200.032,3
144.564,197.696,3
101.261,353.891,3
378.978,296.362,1
151.981,223.651,3
305.116,114.685,0
134.285,192.77,3
131.561,186.594,3
53.6028,253.441,3
488.478,143.687,2
130.075,122.765,3
355.519,314.283,1
269.196,195.769,0
240.666,156.011,0
492.824,290.073,2
383.262,356.612,1
86.7312,221.665,3
142.43,196.545,3
373.787,280.775,1
264.313,108.951,0
385.218,226.672,2
109.703,192.542,3
225.565,109.079,0
78.8513,331.025,3
119.264,263.477,3
235.153,126.401,0
507.122,270.283,2
340.329,334.672,1
150.682,148.874,3
66.6548,177.044,3
94.4572,99.5174,3
97.4202,366.401,3
90.5758,153.861,3
99.618,252.849,3
259.61,127.518,0
340.728,398.939,1
252.96,182.673,0
356.588,376.918,1
116.8,249.07,3
382.501,357.059,1
256.249,30.8728,0
375.96,337.075,1
504.432,293.918,2
208.096,71.6105,0
286.515,164.727,0
370.197,304.067,1
140.169,203.888,3
412.605,284.171,1
279.422,207.139,0
238.855,130.942,0
117.885,278.74,3
281.069,118.585,0
255.972,35.6287,0
226.967,216.718,0
140.926,213.23,3
494.229,317.075,2
284.145,184.717,0
123.087,285.176,3
152.809,212.505,3
373.373,279.627,1
228.033,165.486,0
401.162,338.047,1
240.052,223.778,0
331.1,456.73,1
89.7164,304.765,3
409.363,285.255,1
253.439,96.7486,0
440.048,223.381,2
541.54,171.867,2
247.82,127.218,0
250.711,80.8606,0
374.232,438.799,1
112.053,149.635,3
231.753,63.9713,0
491.271,165.552,2
80.5656,321.648,3
98.0595,166.962,3
278.194,168.95,0
130.633,183.856,3
259.476,168.398,0
123.057,203.154,3
70.51,158.906,3
358.581,372.284,1
105.471,205.1,3
102.379,319.641,3
146.177,142.497,3
371.614,275.112,1
91.5716,105.377,3
111.455,343.562,3
107.236,131.256,3
365.122,249.762,1
372.11,394.36,1
102.698,140.367,3
351.154,421.395,1
88.1284,195.055,3
79.6122,232.33,3
499.752,188.884,2
272.436,219.952,0
233.304,78.7891,0
379.326,352.851,1
70.071,260.164,3
112.323,179.805,3
99.4884,344.866,3
248.331,88.467,0
298.631,57.9039,0
114.036,346.723,3
509.669,338.058,1
65.3813,150.545,3
283.788,138.99,0
140.614,299.677,3
479.374,191.228,2
79.7047,117.268,3
94.1484,164.446,3
239.839,155.773,0
504.827,133.07,2
70.36,182.155,3
349.215,343.688,1
324.955,299.691,1
109.339,177.971,3
106.662,166.639,3
343.317,322.444,1
286.319,183.966,0
281.191,226.218,0
274.669,79.4901,0
103.644,254.624,3
110.464,207.317,3
150.61,198.17,3
106.162,174.129,3
67.2011,261.749,3
255.653,81.753,0
91.9401,324.354,3
79.9872,266.709,3
102.003,236.415,3
269.334,76.3779,0
239.654,116.196,0
297.783,135.487,0
95.3409,248.407,3
246.775,215.803,0
51.6472,237.278,3
98.5694,286.929,3
92.0913,255.018,3
373.606,404.192,1
71.6273,163.554,3
269.54,192.099,0
370.316,333.141,1
117.961,140.64,3
116.461,337.518,3
378.488,258.331,1
117.798,238.476,3
250.712,30.1852,0
131.688,170.008,3
555.13,177.337,2
395.735,364.498,1
58.608,164.11,3
92.1949,340.47,3
106.676,228.199,3
374.492,251.358,1
386.211,350.574,1
344.883,356.466,1
119.091,316.383,3
370.726,254.714,1
377.168,464.472,1
126.132,273.744,3
49.0093,261.96,3
360.621,326.431,1
328.731,374.887,1
226.961,60.5657,0
105.076,246.912,3
531.107,129.846,2
514.541,201.563,2
102.764,140.024,3
109.852,222.707,3
374.577,431.082,1
468.192,228.305,2
461.729,147.673,2
504.002,254.346,2
258.354,120.636,0
341.424,374.203,1
324.115,342.62,1
58.8419,227.892,3
109.458,91.1769,3
76.2183,116.182,3
247.506,182.512,0
66.8998,175.186,3
124.821,207.311,3
84.7253,285.356,3
115.552,253.503,3
213.122,202.476,0
97.5115,165.029,3
210.997,109.854,0
510.331,324.61,2
279.781,92.5313,0
325.113,377.712,1
228.561,148.342,0
112.157,334.719,3
364.005,441.746,1
207.788,92.7311,0
395.071,266.852,1
249.131,112.115,0
109.13,227.228,3
340.5,412.998,1
71.2677,189.405,3
240.831,251.411,0
270.441,95.0809,0
112.898,100.527,3
92.1661,118.125,3
366.839,420.867,1
77.9511,118.429,3
498.065,198.303,2
301.618,91.1753,0
347.534,319.213,1
486,39,2
348.344,475.943,1
378.226,398.036,1
492.632,221.539,2
257.389,268.124,0
105.033,136.365,3
385.097,381.199,1
329.212,417.246,1
418.051,317.268,1
142.561,193.457,3
54.0578,251.312,3
85.7234,84.8128,3
84.0336,300.754,3
505.523,239.776,2
125.584,195.143,3
89.6836,256.035,3
81.2326,303.168,3
113.601,173.662,3
484.179,207.846,2
67.4462,187.493,3
241.203,124.511,0
290.948,111.612,0
369.269,338.284,1
103.351,329.651,3
280.529,146.017,0
95.3061,237.31,3
237.543,114.465,0
123.272,266.182,3
88.6287,279.675,3
549.372,213.553,2
293.886,86.778,0
70.3813,137.332,3
380.103,192.335,2
351.44,425.008,1
367.735,266.31,1
80.203,320.882,3
90.4756,109.308,3
85.0417,293.125,3
78.9165,222.854,3
258.072,285.987,1
266.132,88.9226,0
144.357,183.851,3
138.865,227.508,3
301.105,129.197,0
272.551,38.2065,0
525.106,279.11,2
323.674,377.287,1
94.8748,342.271,3
228.865,59.1886,0
125.838,242.773,3
91.2044,154.688,3
341.205,324.952,1
220.967,74.2474,0
218.588,176.095,0
284.023,141.99,0
266.563,237.231,0
140.926,188.196,3
115.032,193.178,3
293.936,179.262,0
490.968,210.986,2
339.514,414.426,1
387.231,214.454,2
86.6923,314.357,3
356.912,262.785,1
117.623,263.66,3
495.33,326.497,1
346.627,349.069,1
494.9,217.129,2
98.5403,307.306,3
60.7108,184.733,3
389.367,470.045,1
98.2595,156.444,3
285.141,99.8577,0
104.749,367.524,3
97.4485,195.741,3
365.502,425.237,1
102.876,304.808,3
498.805,171.524,2
353.021,463.418,1
243.017,60.2493,0
100.716,282.525,3
382.666,440.922,1
69.7025,199.303,3
73.0208,278.185,3
283.954,133.091,0
334.155,379.466,1
493.3,189.024,2
258.56,261.537,0
337.287,401.567,1
88.0949,191.589,3
62.6311,242.904,3
123.211,126.116,3
335.497,319.603,1
483.403,314.426,2
101,109,3
401.716,370.642,1
287.763,185.51,0
109.376,169.32,3
364.445,361.6,1
357.24,478.269,1
119.031,319.381,3
331.841,393.385,1
91.0998,80.8908,3
79.5653,174.57,3
249.05,232.425,0
67.3905,216.628,3
488.383,166.92,2
365.431,269.004,1
253.326,177.527,0
108.048,155.714,3
63.5593,303.354,3
301.972,125.473,0
381.123,296.767,1
487.766,265.833,2
244.519,57.9749,0
509.212,149.903,2
230.877,196.106,0
111.498,313.508,3
240.936,127.475,0
251.366,126.79,0
464.17,111.555,2
69.0625,125.667,3
106.392,212.483,3
253.846,107.491,0
251.364,145.119,0
332.337,389.394,1
348.416,458.897,1
482.808,206.096,2
388.275,296.954,1
85.0204,110.088,3
70.2347,237.523,3
317.442,128.403,0
86.2419,276.127,3
334.333,357.175,1
131.215,208.447,3
96.3782,168.356,3
49.9097,211.956,3
335.766,388.645,1
362.77,435.169,1
80.9915,229.855,3
61.7359,244.372,3
97.4696,150.161,3
94.2203,177.481,3
118.145,150.538,3
359.686,306.353,1
97.0279,283.305,3
112.567,280.332,3
112.006,231.31,3
108.673,325.468,3
93.7113,167.807,3
356.67,469.335,1
115.732,230.622,3
408.228,374.005,1
64.9068,156.732,3
484.281,218.889,2
145.746,153.316,3
259.945,180.905,0
371.694,363.892,1
123.816,213.178,3
245.502,53.1189,0
365.378,430.839,1
282.804,94.5676,0
245.004,167.984,0
101.035,279.004,3
65.63,203.979,3
104.781,176.652,3
461.897,274.743,2
473.053,134.486,2
356.23,514.156,1
484.083,330.51,1
129.621,166.08,3
99.918,117.305,3
272.362,222.832,0
232.615,137.214,0
106.545,239.719,3
103.782,92.3508,3
93.4222,164.685,3
80.9851,261.829,3
110.374,148.114,3
355.032,253.722,1
236.3,128.916,0
227.427,149.185,0
254.647,198.28,0
117.331,241.212,3
73.7577,243.187,3
340.028,300.86,1
77.6245,262.083,3
372.551,269.65,1
369.867,393.021,1
516.236,264.459,2
307.174,133.25,0
238.281,199.209,0
248.858,159.934,0
123.768,126.888,3
226.065,184.813,0
501.376,102.429,2
116.74,213.73,3
392.413,350.485,1
240.346,146.775,0
362.216,239.428,1
394.63,321.807,1
135.448,198.295,3
124.404,181.675,3
257.725,166.592,0
484.514,222.817,2
109.805,84.1258,3
98.6509,321.177,3
248.541,225.937,0
413.434,314.032,1
291.212,98.8749,0
267.309,172.268,0
256.354,272.082,0
104.086,152.979,3
237.878,121.557,0
107.171,157.148,3
270.819,168.673,0
95.199,223.501,3
242.81,120.622,0
218.75,48.3154,0
287.231,74.9346,0
86.7854,166.346,3
101.623,237.5,3
395.526,411.612,1
259.547,265.921,0
541.834,251.621,2
396.803,420.114,1
236.469,61.7882,0
518.43,238.239,2
149.06,234.125,3
356.462,361.063,1
383.001,294.781,1
382.651,308.516,1
235.62,128.268,0
489.143,195.675,2
76.9306,206.11,3
328.4,315.812,1
393.024,282.596,1
489.205,246.033,2
268.619,225.229,0
475.662,89.7362,2
102.088,261.07,3
523.001,232.101,2
90.8337,113.227,3
226.944,60.5843,0
118.367,299.763,3
73.8838,221.09,3
373.687,266.748,1
100.634,151.075,3
74.2249,161.611,3
225.273,101.621,0
99.3148,252.983,3
101.109,253.17,3
317.495,393.547,1
461.352,206.74,2
49.6315,251.164,3
62.0116,246.571,3
233.261,172.36,0
143.09,264.561,3
219.132,123.667,0
345.378,411.903,1
93.63,320.46,3
103.268,166.42,3
505.12,381.823,1
321.545,324.16,1
116.358,153.983,3
229.66,171.687,0
134.945,176.866,3
79.3494,165.923,3
64.5391,240.424,3
352.728,353.067,1
389.381,359.001,1
140.978,218.896,3
344.089,458.893,1
265.34,151.302,0
112.876,153.384,3
147.939,199.588,3
280.514,62.3724,0
76.3668,269.614,3
256.923,67.3872,0
251.935,155.669,0
111.754,160.969,3
138.496,178.159,3
263.001,58.1135,0
139.561,259.896,3
109.796,279.816,3
512.147,238.33,2
111.205,189.288,3
282.672,207.599,0
119.409,117.605,3
486.566,252.382,2
415.61,347.664,1
124.168,156.289,3
379.915,237.446,2
270.601,42.8881,0
67.2004,178.774,3
359.799,195.141,0
377.242,371.726,1
122.95,229.737,3
105.938,343.386,3
109.93,125.356,3
245.986,104.894,0
327.131,316.374,1
347.589,308.62,1
214.503,160.558,0
373.62,229.991,2
415.101,297.106,1
368.202,416.947,1
67.6108,214.884,3
380.979,186.673,2
503.415,269.239,2
541,191,2
394.793,314.087,1
349.225,476.497,1
237.258,147.691,0
84.6195,249.026,3
103.779,185.095,3
120.895,158.119,3
126.568,215.203,3
296.156,105.513,0
414.206,320.328,1
120.366,232.602,3
459.169,171.411,2
119.204,195.484,3
376.629,423.363,1
500.329,212.675,2
266.14,78.6433,0
390.632,387.941,1
529.854,280.705,2
352.606,338.927,1
42.7819,197.133,3
88.8246,249.923,3
485.704,138.273,2
130.976,173.999,3
288.544,134.913,0
516.209,127.835,2
244.321,76.9749,0
353.921,313.484,1
117.969,290.491,3
91.9404,327.675,3
214.601,137.954,0
369.368,328.743,1
122.369,285.463,3
94.3028,126.802,3
129.07,236.312,3
523.416,91.5021,2
127.688,134.589,3
370.651,227.852,2
126.793,253.243,3
363.626,414.9,1
251.243,292.019,1
214.622,121.039,0
249.484,266.23,0
385.038,370.387,1
272.766,47.168,0
485.084,271.713,2
242.985,204.962,0
148.776,214.776,3
67.1553,245.411,3
329.127,390.942,1
96.1643,220.778,3
387.56,451.182,1
239.875,69.3429,0
387.218,406.845,1
229.513,129.783,0
258.671,53.3322,0
104.943,238.444,3
129.695,202.347,3
375.946,174.986,2
89.8353,156.824,3
385.157,303.575,1
363.957,405.662,1
97.8613,261.765,3
92.9629,164.698,3
112.98,365.364,3
390.68,372.443,1
265.734,281.405,1
526.32,167.611,2
264.733,106.228,0
111.528,252.502,3
349.742,441.046,1
111.853,355.666,3
496.529,131.053,2
92.8494,102.069,3
473.323,233.569,2
247.375,229.014,0
107.57,329.535,3
377.037,413.103,1
335.539,382.18,1
398.849,354.289,1
107.753,177.725,3
264.452,243.415,0
81.2145,293.785,3
398.66,291.012,1
326.014,282.152,1
64.1229,228.752,3
256.325,248.33,0
468.482,144.747,2
555.323,200.596,2
90.8527,146.301,3
504.87,324.712,2
382.583,423.328,1
248.235,65.4877,0
509.164,246.195,2
244.783,269.925,0
341.809,371.179,1
74.144,193.031,3
96.3472,169.937,3
134.735,136.38,3
250.704,98.9182,0
121.246,267.184,3
395.953,389.388,1
226.738,84.4439,0
334.938,257.125,1
107.13,141.487,3
88.4766,105.46,3
92.4124,191.879,3
131.568,152.195,3
204.991,123.812,0
156.052,218.277,3
544.94,159.635,2
333.963,359.958,1
102.205,164.79,3
497.704,187.224,2
242.058,286.412,0
371.509,385.424,1
85.4308,123.581,3
376.71,376.019,1
231.566,193.417,0
342.184,332.418,1
233.239,189.818,0
343.114,328.523,1
134.201,303.648,3
534.331,171.99,2
244.326,90.2356,0
330.543,305.318,1
109.777,164.969,3
239.138,159.482,0
87.2262,151.644,3
66.5365,180.498,3
337.689,285.853,1
88.865,197.357,3
381.119,416.367,1
485.603,83.2048,2
391.536,443.361,1
386.859,418.205,1
249.485,130.665,0
73,181,3
108.771,284.429,3
393.183,291.556,1
479.191,343.52,1
349.828,405.813,1
277.263,125.117,0
75.0237,280.54,3
224.605,126.053,0
86.9443,327.564,3
232.078,84.1098,0
253.738,243.94,0
138.783,274.011,3
337.849,356.95,1
527.59,252.727,2
382.248,231.589,2
507.725,117.997,2
354.825,362.201,1
234.486,200.127,0
285.407,82.3926,0
85.2913,298.919,3
305.444,84.7716,0
402.39,389.727,1
210.003,146.548,0
241.87,68.3763,0
287.47,129.608,0
89.7935,201.793,3
106.236,296.488,3
342.91,454.431,1
251.498,206.801,0
501.068,193.545,2
96.7537,194.81,3
119.302,270.639,3
87.8869,172.173,3
254.336,171.389,0
351.121,376.301,1
