1° coordinate,2° coordinate,clusterId
101.278,295.756,0
246.008,30.5202,3
388.796,220.907,1
357.237,273.588,2
139.713,256.778,0
341.673,378.902,2
122.825,112.562,0
543.751,264.861,1
517.857,267.062,1
506.093,280.654,1
279.261,111.691,3
371.017,502.17,2
80.0351,318.352,0
508.745,100.237,1
98.9462,230.928,0
259.725,28.3104,3
92.6272,182.607,0
57.7008,227.108,0
64.3923,264.172,0
265.123,167.15,3
495.705,344.733,2
194.631,136.203,3
115.097,146.356,0
274.042,212.112,3
380.956,374.41,2
238.06,82.9083,3
133.169,249.051,0
376.671,268.439,2
144.74,227.425,0
271.83,94.6751,3
102.154,150.895,0
547.558,170.214,1
238.032,204.119,3
327.811,377.865,2
500.177,218.221,1
83.4224,340.563,0
544.321,185.046,1
393.311,397.838,2
98.2678,212.836,0
397.484,410.263,2
124.668,208.839,0
541.057,165.395,1
267.655,41.6855,3
264.611,124.25,3
232.587,141.843,3
242.988,125.917,3
100.222,99.2635,0
122.231,153.166,0
392.394,328.954,2
262.234,153.53,3
104.242,186.278,0
227.166,78.8383,3
510.787,151.455,1
357.596,436.585,2
339.587,471.339,2
269.074,160.333,3
82.9477,227.894,0
238.505,93.0742,3
103.95,299.244,0
362.143,288.9,2
524.671,154.483,1
360.961,383.383,2
97.9195,284.354,0
129.689,238.439,0
96.2261,104.325,0
83.4367,277.365,0
376.604,422.484,2
366.138,407.667,2
96.4246,296.413,0
58.0876,275.262,0
539.863,264.205,1
467.015,269.81,1
220.505,146.859,3
256.161,72.7948,3
99.7457,236.854,0
263.133,67.5613,3
386.578,413.652,2
109.035,286.101,0
260.35,41.953,3
123.24,199.026,0
122.467,233.705,0
332.414,420.266,2
280.242,94.4518,3
491.02,128.464,1
113.367,154.944,0
531.32,84.4505,1
238.611,250.569,3
218.996,236.834,3
58.1605,150.011,0
124.497,141.147,0
495.028,259.244,1
89.6994,183.679,0
516.235,130.865,1
471.387,297.017,1
278.544,212.666,3
265.262,108.19,3
260.145,240.222,3
121.932,216.698,0
279.335,85.4301,3
71.3636,165.132,0
100.538,151.654,0
342.14,379.79,2
267.608,115.138,3
273.704,107.855,3
222.793,134.835,3
104.645,87.9376,0
127.069,172.212,0
59.6757,186.881,0
511.264,132.298,1
275.923,98.146,3
212.898,63.1361,3
541.35,122.677,1
59.0964,228.128,0
375.046,430.424,2
516.644,89.039,1
270.587,123.06,3
355.307,427.121,2
382.581,261.271,2
104.255,156.24,0
84.8047,179.015,0
109.893,285.324,0
266.7,151.039,3
365.201,463.428,2
282.54,82.027,3
385.302,366.336,2
70.1943,149.725,0
360.116,415.194,2
357.701,224.481,1
278.605,205.146,3
528.593,276.53,1
362.986,139.495,3
487.148,344.311,2
351.108,318.361,2
489.401,85.1891,1
522.02,181.665,1
132.417,240.505,0
99.8594,160.238,0
371.012,276.642,2
489.018,220.32,1
91.8129,100.014,0
69.0737,171.815,0
279.41,89.9256,3
349.972,401.536,2
37.5959,211.876,0
79.5389,262.054,0
411.403,322.971,2
233.967,201.49,3
238.729,52.1212,3
265.465,186.835,3
103.504,282.939,0
519.398,125.678,1
267.657,209.076,3
115.143,187.33,0
273.279,213.585,3
370.411,525.458,2
87.2584,330.036,0
397.613,343.136,2
518.869,337.659,1
367.698,310.508,2
357.426,426.589,2
365.263,349.557,2
83.4525,308.26,0
488.831,165.943,1
286.593,112.919,3
276.001,91.0851,3
59.3031,274.776,0
494.478,303.715,1
131.664,250.692,0
384.475,463.34,2
540.491,261.065,1
395.302,311.374,2
479.716,266.371,1
64.9565,179.051,0
66.8983,208.212,0
497.525,298.411,1
416.434,301.468,2
415.338,320.66,2
397.411,278.032,2
280.4,166.748,3
352.827,461.061,2
89.7839,161.794,0
120.025,236.785,0
495.63,225.578,1
467.213,217.178,1
150.153,222.786,0
374.175,419.154,2
340.817,420.947,2
145.839,191.851,0
400.528,243.394,1
105.836,305.354,0
249.777,288.189,2
337.32,287.364,2
96.6586,97.8092,0
92.8747,253.306,0
101.579,298.42,0
356.734,325.322,2
97.1629,205.894,0
251.21,177.837,3
488.58,110.846,1
59.8457,195.301,0
91.8363,206.296,0
354.518,385.134,2
125.407,200.032,0
144.564,197.696,0
101.261,353.891,0
378.978,296.362,2
151.981,223.651,0
305.116,114.685,3
134.285,192.77,0
131.561,186.594,0
53.6028,253.441,0
488.478,143.687,1
130.075,122.765,0
355.519,314.283,2
269.196,195.769,3
240.666,156.011,3
492.824,290.073,1
383.262,356.612,2
86.7312,221.665,0
142.43,196.545,0
373.787,280.775,2
264.313,108.951,3
385.218,226.672,1
109.703,192.542,0
225.565,109.079,3
78.8513,331.025,0
119.264,263.477,0
235.153,126.401,3
507.122,270.283,1
340.329,334.672,2
150.682,148.874,0
66.6548,177.044,0
94.4572,99.5174,0
97.4202,366.401,0
90.5758,153.861,0
99.618,252.849,0
259.61,127.518,3
340.728,398.939,2
252.96,182.673,3
356.588,376.918,2
116.8,249.07,0
382.501,357.059,2
256.249,30.8728,3
375.96,337.075,2
504.432,293.918,1
208.096,71.6105,3
286.515,164.727,3
370.197,304.067,2
140.169,203.888,0
412.605,284.171,2
279.422,207.139,3
238.855,130.942,3
117.885,278.74,0
281.069,118.585,3
255.972,35.6287,3
226.967,216.718,3
140.926,213.23,0
494.229,317.075,1
284.145,184.717,3
123.087,285.176,0
152.809,212.505,0
373.373,279.627,2
228.033,165.486,3
401.162,338.047,2
240.052,223.778,3
331.1,456.73,2
89.7164,304.765,0
409.363,285.255,2
253.439,96.7486,3
440.048,223.381,1
541.54,171.867,1
247.82,127.218,3
250.711,80.8606,3
374.232,438.799,2
112.053,149.635,0
231.753,63.9713,3
491.271,165.552,1
80.5656,321.648,0
98.0595,166.962,0
278.194,168.95,3
130.633,183.856,0
259.476,168.398,3
123.057,203.154,0
70.51,158.906,0
358.581,372.284,2
105.471,205.1,0
102.379,319.641,0
146.177,142.497,0
371.614,275.112,2
91.5716,105.377,0
111.455,343.562,0
107.236,131.256,0
365.122,249.762,2
372.11,394.36,2
102.698,140.367,0
351.154,421.395,2
88.1284,195.055,0
79.6122,232.33,0
499.752,188.884,1
272.436,219.952,3
233.304,78.7891,3
379.326,352.851,2
70.071,260.164,0
112.323,179.805,0
99.4884,344.866,0
248.331,88.467,3
298.631,57.9039,3
114.036,346.723,0
509.669,338.058,2
65.3813,150.545,0
283.788,138.99,3
140.614,299.677,0
479.374,191.228,1
79.7047,117.268,0
94.1484,164.446,0
239.839,155.773,3
504.827,133.07,1
70.36,182.155,0
349.215,343.688,2
324.955,299.691,2
109.339,177.971,0
106.662,166.639,0
343.317,322.444,2
286.319,183.966,3
281.191,226.218,3
274.669,79.4901,3
103.644,254.624,0
110.464,207.317,0
150.61,198.17,0
106.162,174.129,0
67.2011,261.749,0
255.653,81.753,3
91.9401,324.354,0
79.9872,266.709,0
102.003,236.415,0
269.334,76.3779,3
239.654,116.196,3
297.783,135.487,3
95.3409,248.407,0
246.775,215.803,3
51.6472,237.278,0
98.5694,286.929,0
92.0913,255.018,0
373.606,404.192,2
71.6273,163.554,0
269.54,192.099,3
370.316,333.141,2
117.961,140.64,0
116.461,337.518,0
378.488,258.331,2
117.798,238.476,0
250.712,30.1852,3
131.688,170.008,0
555.13,177.337,1
395.735,364.498,2
58.608,164.11,0
92.1949,340.47,0
106.676,228.199,0
374.492,251.358,2
386.211,350.574,2
344.883,356.466,2
119.091,316.383,0
370.726,254.714,2
377.168,464.472,2
126.132,273.744,0
49.0093,261.96,0
360.621,326.431,2
328.731,374.887,2
226.961,60.5657,3
105.076,246.912,0
531.107,129.846,1
514.541,201.563,1
102.764,140.024,0
109.852,222.707,0
374.577,431.082,2
468.192,228.305,1
461.729,147.673,1
504.002,254.346,1
258.354,120.636,3
341.424,374.203,2
324.115,342.62,2
58.8419,227.892,0
109.458,91.1769,0
76.2183,116.182,0
247.506,182.512,3
66.8998,175.186,0
124.821,207.311,0
84.7253,285.356,0
115.552,253.503,0
213.122,202.476,3
97.5115,165.029,0
210.997,109.854,3
510.331,324.61,1
279.781,92.5313,3
325.113,377.712,2
228.561,148.342,3
112.157,334.719,0
364.005,441.746,2
207.788,92.7311,3
395.071,266.852,2
249.131,112.115,3
109.13,227.228,0
340.5,412.998,2
71.2677,189.405,0
240.831,251.411,3
270.441,95.0809,3
112.898,100.527,0
92.1661,118.125,0
366.839,420.867,2
77.9511,118.429,0
498.065,198.303,1
301.618,91.1753,3
347.534,319.213,2
486,39,1
348.344,475.943,2
378.226,398.036,2
492.632,221.539,1
257.389,268.124,3
105.033,136.365,0
385.097,381.199,2
329.212,417.246,2
418.051,317.268,2
142.561,193.457,0
54.0578,251.312,0
85.7234,84.8128,0
84.0336,300.754,0
505.523,239.776,1
125.584,195.143,0
89.6836,256.035,0
81.2326,303.168,0
113.601,173.662,0
484.179,207.846,1
67.4462,187.493,0
241.203,124.511,3
290.948,111.612,3
369.269,338.284,2
103.351,329.651,0
280.529,146.017,3
95.3061,237.31,0
237.543,114.465,3
123.272,266.182,0
88.6287,279.675,0
549.372,213.553,1
293.886,86.778,3
70.3813,137.332,0
380.103,192.335,1
351.44,425.008,2
367.735,266.31,2
80.203,320.882,0
90.4756,109.308,0
85.0417,293.125,0
78.9165,222.854,0
258.072,285.987,2
266.132,88.9226,3
144.357,183.851,0
138.865,227.508,0
301.105,129.197,3
272.551,38.2065,3
525.106,279.11,1
323.674,377.287,2
94.8748,342.271,0
228.865,59.1886,3
125.838,242.773,0
91.2044,154.688,0
341.205,324.952,2
220.967,74.2474,3
218.588,176.095,3
284.023,141.99,3
266.563,237.231,3
140.926,188.196,0
115.032,193.178,0
293.936,179.262,3
490.968,210.986,1
339.514,414.426,2
387.231,214.454,1
86.6923,314.357,0
356.912,262.785,2
117.623,263.66,0
495.33,326.497,2
346.627,349.069,2
494.9,217.129,1
98.5403,307.306,0
60.7108,184.733,0
389.367,470.045,2
98.2595,156.444,0
285.141,99.8577,3
104.749,367.524,0
97.4485,195.741,0
365.502,425.237,2
102.876,304.808,0
498.805,171.524,1
353.021,463.418,2
243.017,60.2493,3
100.716,282.525,0
382.666,440.922,2
69.7025,199.303,0
73.0208,278.185,0
283.954,133.091,3
334.155,379.466,2
493.3,189.024,1
258.56,261.537,3
337.287,401.567,2
88.0949,191.589,0
62.6311,242.904,0
123.211,126.116,0
335.497,319.603,2
483.403,314.426,1
101,109,0
401.716,370.642,2
287.763,185.51,3
109.376,169.32,0
364.445,361.6,2
357.24,478.269,2
119.031,319.381,0
331.841,393.385,2
91.0998,80.8908,0
79.5653,174.57,0
249.05,232.425,3
67.3905,216.628,0
488.383,166.92,1
365.431,269.004,2
253.326,177.527,3
108.048,155.714,0
63.5593,303.354,0
301.972,125.473,3
381.123,296.767,2
487.766,265.833,1
244.519,57.9749,3
509.212,149.903,1
230.877,196.106,3
111.498,313.508,0
240.936,127.475,3
251.366,126.79,3
464.17,111.555,1
69.0625,125.667,0
106.392,212.483,0
253.846,107.491,3
251.364,145.119,3
332.337,389.394,2
348.416,458.897,2
482.808,206.096,1
388.275,296.954,2
85.0204,110.088,0
70.2347,237.523,0
317.442,128.403,3
86.2419,276.127,0
334.333,357.175,2
131.215,208.447,0
96.3782,168.356,0
49.9097,211.956,0
335.766,388.645,2
362.77,435.169,2
80.9915,229.855,0
61.7359,244.372,0
97.4696,150.161,0
94.2203,177.481,0
118.145,150.538,0
359.686,306.353,2
97.0279,283.305,0
112.567,280.332,0
112.006,231.31,0
108.673,325.468,0
93.7113,167.807,0
356.67,469.335,2
115.732,230.622,0
408.228,374.005,2
64.9068,156.732,0
484.281,218.889,1
145.746,153.316,0
259.945,180.905,3
371.694,363.892,2
123.816,213.178,0
245.502,53.1189,3
365.378,430.839,2
282.804,94.5676,3
245.004,167.984,3
101.035,279.004,0
65.63,203.979,0
104.781,176.652,0
461.897,274.743,1
473.053,134.486,1
356.23,514.156,2
484.083,330.51,2
129.621,166.08,0
99.918,117.305,0
272.362,222.832,3
232.615,137.214,3
106.545,239.719,0
103.782,92.3508,0
93.4222,164.685,0
80.9851,261.829,0
110.374,148.114,0
355.032,253.722,2
236.3,128.916,3
227.427,149.185,3
254.647,198.28,3
117.331,241.212,0
73.7577,243.187,0
340.028,300.86,2
77.6245,262.083,0
372.551,269.65,2
369.867,393.021,2
516.236,264.459,1
307.174,133.25,3
238.281,199.209,3
248.858,159.934,3
123.768,126.888,0
226.065,184.813,3
501.376,102.429,1
116.74,213.73,0
392.413,350.485,2
240.346,146.775,3
362.216,239.428,2
394.63,321.807,2
135.448,198.295,0
124.404,181.675,0
257.725,166.592,3
484.514,222.817,1
109.805,84.1258,0
98.6509,321.177,0
248.541,225.937,3
413.434,314.032,2
291.212,98.8749,3
267.309,172.268,3
256.354,272.082,3
104.086,152.979,0
237.878,121.557,3
107.171,157.148,0
270.819,168.673,3
95.199,223.501,0
242.81,120.622,3
218.75,48.3154,3
287.231,74.9346,3
86.7854,166.346,0
101.623,237.5,0
395.526,411.612,2
259.547,265.921,3
541.834,251.621,1
396.803,420.114,2
236.469,61.7882,3
518.43,238.239,1
149.06,234.125,0
356.462,361.063,2
383.001,294.781,2
382.651,308.516,2
235.62,128.268,3
489.143,195.675,1
76.9306,206.11,0
328.4,315.812,2
393.024,282.596,2
489.205,246.033,1
268.619,225.229,3
475.662,89.7362,1
102.088,261.07,0
523.001,232.101,1
90.8337,113.227,0
226.944,60.5843,3
118.367,299.763,0
73.8838,221.09,0
373.687,266.748,2
100.634,151.075,0
74.2249,161.611,0
225.273,101.621,3
99.3148,252.983,0
101.109,253.17,0
317.495,393.547,2
461.352,206.74,1
49.6315,251.164,0
62.0116,246.571,0
233.261,172.36,3
143.09,264.561,0
219.132,123.667,3
345.378,411.903,2
93.63,320.46,0
103.268,166.42,0
505.12,381.823,2
321.545,324.16,2
116.358,153.983,0
229.66,171.687,3
134.945,176.866,0
79.3494,165.923,0
64.5391,240.424,0
352.728,353.067,2
389.381,359.001,2
140.978,218.896,0
344.089,458.893,2
265.34,151.302,3
112.876,153.384,0
147.939,199.588,0
280.514,62.3724,3
76.3668,269.614,0
256.923,67.3872,3
251.935,155.669,3
111.754,160.969,0
138.496,178.159,0
263.001,58.1135,3
139.561,259.896,0
109.796,279.816,0
512.147,238.33,1
111.205,189.288,0
282.672,207.599,3
119.409,117.605,0
486.566,252.382,1
415.61,347.664,2
124.168,156.289,0
379.915,237.446,1
270.601,42.8881,3
67.2004,178.774,0
359.799,195.141,3
377.242,371.726,2
122.95,229.737,0
105.938,343.386,0
109.93,125.356,0
245.986,104.894,3
327.131,316.374,2
347.589,308.62,2
214.503,160.558,3
373.62,229.991,1
415.101,297.106,2
368.202,416.947,2
67.6108,214.884,0
380.979,186.673,1
503.415,269.239,1
541,191,1
394.793,314.087,2
349.225,476.497,2
237.258,147.691,3
84.6195,249.026,0
103.779,185.095,0
120.895,158.119,0
126.568,215.203,0
296.156,105.513,3
414.206,320.328,2
120.366,232.602,0
459.169,171.411,1
119.204,195.484,0
376.629,423.363,2
500.329,212.675,1
266.14,78.6433,3
390.632,387.941,2
529.854,280.705,1
352.606,338.927,2
42.7819,197.133,0
88.8246,249.923,0
485.704,138.273,1
130.976,173.999,0
288.544,134.913,3
516.209,127.835,1
244.321,76.9749,3
353.921,313.484,2
117.969,290.491,0
91.9404,327.675,0
214.601,137.954,3
369.368,328.743,2
122.369,285.463,0
94.3028,126.802,0
129.07,236.312,0
523.416,91.5021,1
127.688,134.589,0
370.651,227.852,1
126.793,253.243,0
363.626,414.9,2
251.243,292.019,2
214.622,121.039,3
249.484,266.23,3
385.038,370.387,2
272.766,47.168,3
485.084,271.713,1
242.985,204.962,3
148.776,214.776,0
67.1553,245.411,0
329.127,390.942,2
96.1643,220.778,0
387.56,451.182,2
239.875,69.3429,3
387.218,406.845,2
229.513,129.783,3
258.671,53.3322,3
104.943,238.444,0
129.695,202.347,0
375.946,174.986,1
89.8353,156.824,0
385.157,303.575,2
363.957,405.662,2
97.8613,261.765,0
92.9629,164.698,0
112.98,365.364,0
390.68,372.443,2
265.734,281.405,2
526.32,167.611,1
264.733,106.228,3
111.528,252.502,0
349.742,441.046,2
111.853,355.666,0
496.529,131.053,1
92.8494,102.069,0
473.323,233.569,1
247.375,229.014,3
107.57,329.535,0
377.037,413.103,2
335.539,382.18,2
398.849,354.289,2
107.753,177.725,0
264.452,243.415,3
81.2145,293.785,0
398.66,291.012,2
326.014,282.152,2
64.1229,228.752,0
256.325,248.33,3
468.482,144.747,1
555.323,200.596,1
90.8527,146.301,0
504.87,324.712,1
382.583,423.328,2
248.235,65.4877,3
509.164,246.195,1
244.783,269.925,3
341.809,371.179,2
74.144,193.031,0
96.3472,169.937,0
134.735,136.38,0
250.704,98.9182,3
121.246,267.184,0
395.953,389.388,2
226.738,84.4439,3
334.938,257.125,2
107.13,141.487,0
88.4766,105.46,0
92.4124,191.879,0
131.568,152.195,0
204.991,123.812,3
156.052,218.277,0
544.94,159.635,1
333.963,359.958,2
102.205,164.79,0
497.704,187.224,1
242.058,286.412,3
371.509,385.424,2
85.4308,123.581,0
376.71,376.019,2
231.566,193.417,3
342.184,332.418,2
233.239,189.818,3
343.114,328.523,2
134.201,303.648,0
534.331,171.99,1
244.326,90.2356,3
330.543,305.318,2
109.777,164.969,0
239.138,159.482,3
87.2262,151.644,0
66.5365,180.498,0
337.689,285.853,2
88.865,197.357,0
381.119,416.367,2
485.603,83.2048,1
391.536,443.361,2
386.859,418.205,2
249.485,130.665,3
73,181,0
108.771,284.429,0
393.183,291.556,2
479.191,343.52,2
349.828,405.813,2
277.263,125.117,3
75.0237,280.54,0
224.605,126.053,3
86.9443,327.564,0
232.078,84.1098,3
253.738,243.94,3
138.783,274.011,0
337.849,356.95,2
527.59,252.727,1
382.248,231.589,1
507.725,117.997,1
354.825,362.201,2
234.486,200.127,3
285.407,82.3926,3
85.2913,298.919,0
305.444,84.7716,3
402.39,389.727,2
210.003,146.548,3
241.87,68.3763,3
287.47,129.608,3
89.7935,201.793,0
106.236,296.488,0
342.91,454.431,2
251.498,206.801,3
501.068,193.545,1
96.7537,194.81,0
119.302,270.639,0
87.8869,172.173,0
254.336,171.389,3
351.121,376.301,2
