x,y
407.16318941643607,211.52802687081416
170.37435738456892,356.23292736860685
348.90932840274627,360.1968163589603
455.6588281624411,195.4657041693942
205.43101663137907,153.35387435424906
170.52397961919775,122.2845596857884
163.34004619170713,116.14268166263162
274.331653238933,157.85282428660298
183.2522545448421,237.81484540863667
289.6030320556981,396.6899528732895
446.8088660966618,170.10817360602908
256.39438286639245,381.19658139577473
230.36889656572245,200.98422711167467
218.2735971070804,178.8329193727693
360.88189951156113,387.7496591905633
215.46111980175112,149.7558639924914
448.4212182228715,245.73185722707856
201.29061185907085,121.04106658610311
297.67671216629583,365.350285523772
498.7162451521947,115.9689406506432
247.66521316826143,346.0484597531872
482.1816521804686,153.58449581587058
461.9454521458682,133.16766224451288
452.4645113587235,209.6210984110223
177.74553589163742,130.40524158947258
485.0936843326855,150.83750422018142
453.1721877178864,146.0101037095369
440.0088785709054,194.0842341387927
394.2379112724337,238.3618046404861
248.26741326157864,444.1323441349027
286.0057670872704,364.3305069269047
312.2610500693117,354.6864899901444
189.8514857279932,209.0869283705076
386.26238874721423,216.6811152709629
215.0720264326,304.0820988736181
191.5277107449047,209.2332409914748
476.83790611044736,123.1109274716013
243.7320822434607,405.8351284744629
166.51577195381083,122.06524269759284
219.433700989488,201.09655998845912
340.1504480398554,336.7487542457766
240.9299163194877,373.1320936746434
449.3337528363139,123.6035046912572
472.8277319918822,137.76321019552125
172.9189911326549,152.7774937194671
383.5540501512608,362.517870594396
461.36063866032754,153.71235433155744
430.7537787408197,129.59184401174863
464.9194385936318,141.52512941857523
300.15313148162875,385.7430742630861
316.9789190866928,361.1863349515143
297.14966603406526,314.337540836741
133.46693856441595,81.9041815830863
161.23974487836207,229.3995566336313
425.0925975186787,224.97625282635127
441.0238441817147,163.06591012888
476.83003394035154,123.33744920347144
369.58251413986585,368.0302493735618
186.34176888111347,172.26699210814132
179.33780750873777,193.9182085070068
444.28077771896005,234.1517687304368
467.753291398513,238.90404226651447
378.11421309172607,254.59434748982773
240.71216871786257,353.6278554838108
255.8611239456216,108.98031052373553
383.2079896023736,122.17545059911514
176.75153729238454,170.18554961056475
154.30491256172513,109.71930872813756
224.8093047327168,192.5294886979359
240.6991381157204,329.7791556286321
293.90632157351274,415.7588395016583
180.09872333618534,236.44292915561584
460.0663332105492,134.0297491724661
413.00715014796026,232.86360517375
289.03987773990855,397.2792804954712
492.0780122722591,204.8753848481782
389.0575837956665,215.3248328556357
345.94977555293747,356.8954556279907
170.45185405822528,221.658577226686
223.0527911944656,399.9982705646272
414.4372105459722,227.093955927971
186.7401259620221,220.2849387517224
163.9160393761316,132.26117136583636
170.5811808265629,188.71666536323008
264.4935080283627,260.64465399096264
429.59220725529394,163.64155255638292
252.5322653307498,401.3752937827978
211.7288214785787,189.46741251984315
353.0301333848796,401.0939342499132
421.22889915373605,150.67938299997826
170.39564108824732,147.17676956726348
452.330296850812,165.2432123353858
473.4085240324567,134.9376392910702
159.7157108629182,141.6145873934068
473.8005675139786,188.1858399749652
427.15501703845,158.7235982378993
149.75991823174857,122.68419366302275
458.1048431929317,140.83067305487828
286.8713639797269,349.9101538008768
302.3236620068934,376.5809316800105
424.1187230827145,214.2515541977993
216.00373491670928,224.923190706882
399.4060288671153,194.9701775047625
121.52624481046496,133.54694289463563
219.3959816559843,368.9363548403354
343.4160565818884,378.81578230582215
332.85886920956784,365.2665349592622
208.9661404793596,384.3967073258591
153.42687436202755,156.81743567172276
276.03598236830885,280.9220242836629
448.7282759955288,153.69308651875832
433.75798706071066,259.6081824831783
181.262508302256,163.88321276172564
248.7817280810213,354.28711826763515
138.38113061245022,196.02007668385104
466.463659532031,202.6046311750889
251.0341176843729,398.7299047929226
209.6210249092492,137.25876219543443
226.6832957379548,369.93023426405824
225.83355179241087,395.61747461340855
219.32936592266924,378.32597186770926
356.706204959752,344.1410856476502
294.086768397788,350.10978670307446
166.39156318162728,161.00827951194776
457.3457668243428,116.3538395590526
224.41986613409472,204.91920437854856
302.7353724150111,340.3597907329016
461.23368445540535,179.78961880448298
441.9031540476341,168.46122653567937
183.254537017815,118.77279455585912
274.584929643215,390.8048794508398
436.909699043933,147.66855613499737
226.55059903198352,164.6727612970248
394.9028056831165,188.25507964135505
393.48067812858864,233.53049158875265
140.06681470929186,115.7970381921019
206.05068761735453,137.9084599647672
498.0432749909,136.10033026754104
431.9733680703345,228.64833683099928
195.054078870692,194.14009010726795
203.6005816704202,173.42087760907015
280.02511006119124,393.4057347696269
211.6832160285087,130.74846592575994
228.7503436935343,167.16645310106423
448.7973312209981,174.64454643055876
477.1117137984782,183.31994560960632
454.38174562861695,196.7659517191336
205.21768952338545,363.2470187852217
191.1190259987493,135.27951433062697
268.2519867314676,352.80071299322304
377.6991073268618,373.7796376820294
185.1949268519336,185.05387416011715
458.0993087851237,117.01804467566372
401.9523857050793,208.8859994422268
313.5585252210123,370.4944100255697
194.3040790500125,213.23169798857344
299.44879383992105,367.7992813331712
203.23810916465487,182.7051494678921
214.34495375188675,165.40820286969145
369.8658324357907,377.6972833184217
446.1581200601509,166.19842347725574
461.4864649925936,223.72871252594192
466.185160398473,161.2939149602238
469.90150792803496,167.00974277622072
448.18765271765983,122.28019992115247
450.8813705454952,198.69512319614705
479.3380121897316,135.15652448049354
278.4000450564448,361.65226284079966
180.65400722319285,169.30807225287626
175.9685732476769,90.6687789537778
161.16472482298673,159.15815164870182
204.53150545518548,137.1002809299959
143.22732360924226,144.26758729185644
326.39575822719195,319.36045128732263
278.0681217560784,350.628747480678
330.8698244680735,375.7942494996663
194.3190621947428,151.1411855087527
226.33048748272444,149.30885368784527
255.2083717634601,367.2160591370412
412.2310697227367,98.24969380043667
179.64420821405358,201.6452650566832
385.9743182975526,214.2531839506229
266.86018724485166,299.84603086242146
179.57035416167963,187.91739140464932
214.21188842620967,327.3592509601421
423.8292929690456,180.87641409122224
462.0006831366807,213.597806974138
271.9920569557857,328.53795204152857
229.0309485613412,359.8317821698558
344.17522128651933,349.6691847665246
221.20970197399208,242.7521400444118
209.87833227963813,401.3414558181513
432.9964101230033,101.2408844665894
292.9742183462728,388.94892398816216
239.3504940133425,140.3703019498534
484.71291363452536,94.50689686459933
125.84353539994784,129.3346316192605
437.8326866023041,146.90406791842972
463.8128219256742,208.6324576665708
342.5735296703589,358.94222567993233
428.37584527729314,184.7486051432959
277.4749205151151,349.24358642468115
196.62105163227812,158.4644422800537
288.356157470516,407.2781964621772
141.1596302752349,149.81104581894414
449.6704370169864,174.50248448105378
459.6516540221569,148.87204706355914
458.6618232565388,105.2521234124808
439.3630490309587,175.51044249603518
450.3099215147751,115.67408329112313
219.6224781028954,219.5941471748212
330.1212500266536,335.4325527443541
476.7896419554212,132.52949329316925
414.9608654613631,249.27064142030528
374.452901716526,383.07906854514215
399.09918471625656,228.5194528088975
210.553897935699,170.8141685567743
482.7289437042259,130.9161873675088
282.8446933356792,356.7582455511757
418.231766908479,141.37620763295558
421.714554481304,171.75510116074804
177.828152041451,192.8685433596856
208.15518474777943,210.4457685491808
229.6287618284452,391.8792023155479
265.6888262902545,366.7168426864638
273.25318298431165,360.7542175248356
506.81143402597297,169.38874484083516
437.4286651882149,166.10784894816967
182.58144654780983,184.0487240551704
321.4827422231892,319.65372579362395
455.2909547385525,128.18487652434283
170.12691349959022,224.93397000105784
440.1448007869107,203.7776142362394
151.28889515673447,174.2854208038393
223.2023679728936,181.86694881577665
301.9734438604604,309.8716802343204
385.5013619734041,219.25275229557687
240.54175298174067,360.41564115395977
314.21760964746795,330.90714963470407
431.28025839854297,219.2162759848292
491.1612889309991,172.54851100746225
227.9830076984232,354.81850484604206
453.940452594503,168.6104311478264
479.24775345135714,256.77315509701657
157.03403545690054,107.80062280762276
334.6531505084232,396.42110843539393
252.23472079508585,160.0733030808437
463.7292450270033,134.93666013681738
142.05368633934168,190.50378593569013
256.6064302301549,369.13143860373873
184.4791304410712,214.619056205406
296.70102558299925,314.68871774691075
330.39566655035185,406.45351377387794
460.5426402029716,181.9158219913548
191.3838124512015,145.06362441223902
231.98413134582327,174.19802927592184
222.31085999707423,198.05675798653155
165.26407440869158,155.32971287082887
431.6915708196435,174.85579201571613
389.7461789011031,155.58412061394347
416.0293272534531,146.51676916185895
351.7132031346142,373.9245097876404
483.9631453091868,103.91487615484937
228.77626165453188,124.42920799705789
183.167941300107,204.39673004284413
125.74008479896062,228.2790727161835
466.22813142546,144.98255624689995
355.1508598214606,410.4775417245948
323.0580120145275,402.5430165768667
454.5238414811967,124.18730350510296
475.850561098793,133.28884309736807
259.2160853122704,385.77676755410937
344.46297833223247,349.07748282281807
196.0702775271953,383.2202832123307
216.11339674275152,196.3014571311856
442.7957427886301,148.9502620091089
311.13145394551367,341.3126938271474
224.15711525486284,305.8772218202795
386.46787098474863,243.24357733169404
160.47078210273816,120.99595096717954
336.2224446642366,354.34246932697266
430.5127028524404,82.19467151961389
328.1927002005223,311.49410128735826
213.5851443496828,149.82823556692912
258.8289119658521,405.1344489724701
433.3742442731797,183.91148656832792
217.5410681056061,190.12391370487995
215.01073021968983,340.9948054388823
480.0528154119991,95.48293364083518
202.8928704243394,215.62332953071663
161.51398878827598,194.9003578656068
188.4837204044292,171.7496027996045
445.0165134004884,211.44115339151745
237.65024024177453,318.3031587389093
179.49056686308074,96.45445713018528
451.4881478483852,119.58027834186522
421.28825653619737,157.95432059447305
144.92217080944124,87.1369035268615
330.2710339427339,376.5348964206297
214.0575292061525,386.5768555218648
211.178144602404,180.07991865946136
388.51493133688007,188.11242328284985
149.24437212061108,168.98732389857827
444.4940768081653,190.19564783408453
205.9135973664944,213.9435319319556
424.3640277442229,207.83505399982067
183.31349097302729,111.18847726971008
436.73468500215074,182.7680719850788
287.3405199363074,367.07039149137455
298.4644471696809,340.0325393631327
432.86112793040536,219.1380809737359
378.69495887677374,216.5700173836148
267.2344849156678,361.4025856361304
175.869049551451,200.15191665594563
473.289242296691,188.00176648324648
165.68682308219022,141.11470704931767
257.1922536592735,160.2806519818701
434.6087265487484,146.6865844354441
423.6269925926783,123.15458323559956
487.23219228222064,178.43463090010383
436.76853543540045,161.61317283123998
485.8869081050816,163.76558336364687
405.39480371983706,202.57445836157964
167.89688743564935,217.3986305855607
288.8530448765427,348.73170128977307
303.3282586919557,339.4324061264712
453.3915301341229,219.9674399061769
226.9083724591485,179.26267383648369
330.4237975323365,335.2087282403034
284.3459452326333,375.6254672682316
146.17560773648736,218.98924701527235
194.939221234632,180.39159730117407
227.687964857679,414.4869714733974
289.9202163787739,355.20311194003443
364.72173237037447,364.07146040997833
290.0347878280591,337.8399590944691
414.1836561556788,139.4201348636919
164.14938966370298,204.92636487646791
340.4315288362752,235.6321949357609
244.1702765245745,174.74989637144577
222.0921908459739,156.13639067997056
411.03990160603695,241.1346721238517
351.2091298092629,156.11643766443808
185.98781627222468,149.84735039845478
182.5722317439759,183.98823970654
200.33906392095733,119.13480600936624
154.69588279581131,102.86593643929834
473.8910500355891,158.20767995765982
216.1512668219428,336.38675352559767
230.93618778223407,187.7543987010288
459.90204979044137,119.9358299385229
449.8220040267442,224.0282361431361
464.6455789703332,186.4512399006216
401.378645728548,181.05813482008
287.1717831656087,338.83495769389646
329.15168204142725,361.4865378939559
161.54541304865006,156.11386102643954
176.40676284838284,203.28095977346027
442.5102775030745,144.68411085177928
134.87914610761567,102.02831835786232
199.95164897391768,243.67389106385244
312.21068209786233,389.9637954339698
479.99988372341625,144.1444389794148
448.9925980390825,174.06263658741292
137.38304081832706,174.40538086841653
222.65670523902747,169.08597083978597
449.5320709730208,148.16778188509738
472.7056649843349,106.92692415246049
471.4134234851693,147.6539506537433
354.13877377357767,227.9242112149466
326.2620620831041,365.0917377553391
203.71536014084683,115.68185133589417
169.51762114992246,147.83577608425705
240.4925204764145,348.0419905241069
475.077979407009,176.4664169998001
484.7063223526269,149.78999065129966
484.0275824776281,159.95103830875337
266.2363639464715,356.071595668798
448.9040999203247,138.16617333764623
438.6568418234283,266.90966125794546
433.16422977928926,182.2243691830737
381.595295784351,399.4954725608621
434.2461363808101,132.54270733700548
447.2134577753573,143.25477075396535
196.21396765715969,177.58295195818062
303.2227683452825,376.71368053397487
226.47427892886043,385.4499710201616
480.8400882714461,123.97226105883148
266.19929886635254,444.46956833933774
192.92700265471723,114.40734264547756
274.6445614439586,421.58712397650856
250.87305818431287,359.89055939828734
156.03926828641863,91.412598643533
435.1022457842197,110.78253375599748
452.5398386334343,107.85605042229588
472.0959149814453,99.48174564537418
429.8279209025282,239.7828857190288
215.26165849535445,134.43913323129522
444.6301595469853,224.4036114730851
183.2528996644194,172.38802606880031
161.11981761012942,188.7477535425648
289.5425288103605,373.9162389445161
208.9299576513948,158.5502556507399
289.6007167012472,374.686250682686
390.1013940152352,211.5904667431612
264.8465811458408,356.2114685621294
348.4119363367683,365.9926903925753
197.6794936927091,160.53652162446068
388.41724902548935,170.19345407809786
180.7290759897916,207.70591001310464
220.95944353296667,84.87463617065718
310.2318736713467,352.26018298040486
450.4839191891088,192.59143246154431
202.3949206118221,144.67191226196172
388.40810962671947,218.7222741541544
297.1429187172748,375.38862040546223
298.60749834435467,317.7115759070084
480.1141107784183,135.4157196706943
336.59680762464944,288.10175402128266
334.24482070244284,346.2647337852375
439.79341124703217,199.57548078629213
460.4583156407245,227.70262462178505
456.75694507575776,122.78032747034968
461.6006027868185,163.00054805929943
214.2295411913761,129.32943662825895
145.25156932999968,168.3445974788957
450.6025051321036,210.7603632545662
342.97042923365115,348.69252318810334
177.93311974524337,131.5001176695749
229.93960851571737,430.1188815242597
164.70061371317286,101.02729959207107
417.1644669560933,236.99295862662723
434.29668569068576,224.1628855009597
427.14162223184354,169.2630878138333
395.6550286093623,227.7994269611681
329.99556094154525,365.7186708769715
322.39166437687504,325.5591210500072
202.92183080688372,123.58461264630014
334.69974760053367,310.92570420742373
425.2791533450113,123.4063384013904
436.2554976776682,244.6889437429012
135.76178676549085,116.20198592257722
448.5683888381062,214.58451537238767
206.8457502144737,161.3974935353
338.692033517784,400.8395434146676
345.12833441167163,399.1218754465141
346.96612434372867,356.19603596595766
242.03270731489795,396.20382256236144
190.96446716905376,153.3983695135018
448.2788416354155,119.36548001885164
509.6379545368426,172.6929308415558
193.6998935665017,155.8984939884161
395.3660735216682,216.7991838268325
343.12321471731104,350.3206146111244
496.4446612266581,128.91584011200862
184.61727919833308,169.85420964674643
228.9115271295873,221.75501127481263
214.93483950592068,148.70200396158452
309.796942077529,339.6347482626686
269.78386820431365,355.6766344686675
309.16357795865866,381.164635240068
163.91271541079223,144.9866610742011
251.1824550686464,415.6065936991799
327.68049096245204,404.7588227498314
469.76813040815006,200.78349868306668
454.07220057165455,144.46219546731146
260.9355331337969,117.65034897106626
416.0695556596364,205.44871615583244
300.7195452012708,394.47314421642295
307.5033011614478,380.5998951614326
147.6702925629747,189.7428496826319
186.3022873869408,165.6322325863925
250.02487394114,158.7378140895402
496.92346675967264,180.29180798970845
410.27197625027486,177.04278475184276
206.77259660398704,406.2513654154388
251.77034265496715,412.7905133064372
444.0899835293368,115.71672738864756
470.59672053831866,199.7303032493309
306.5059576829996,408.6749386466684
199.60718885092652,172.9870226433734
309.79553037100965,339.1067411976331
120.81464284184206,126.9081718710355
431.5116630368522,198.51522662116608
214.3627762905464,180.29353622051912
425.2482140043788,154.13656392489727
376.0922359510753,173.41405319270837
430.3668990626303,162.58455886543027
161.41186417352284,231.2904507404368
456.7583051475747,168.67412391931472
470.96674292059606,172.17543951122303
272.9678026183873,352.7935431425567
268.02750722224937,348.4507825218711
440.2627937176966,180.9683739327185
215.2934278742344,206.0508136861964
486.0065746287507,126.47413356559431
259.7591910690079,362.1433729027041
179.62629774475587,193.12667550650195
447.2597856945242,109.24443076781712
193.7881604368432,143.00706602287576
318.4567042957225,399.80606606897686
477.5566910151899,163.62023970498052
246.2138424132577,349.4673237368223
259.22969640624115,295.9714092914351
333.838235779585,435.4192876897355
290.5629053995887,354.8141236157662
426.7975873582492,176.49159468711358
283.5453754608796,372.4951667325704
147.0309610186693,104.1509296303901
242.1966155879948,333.55099155984243
206.052430815742,159.90134564412904
156.8752218183878,132.1338507043585
177.26831439280105,114.13133141744402
278.1195114522261,336.7690549657563
255.3308078551389,388.9751357064414
443.8415465464077,197.5774997208893
185.97962971223907,220.76771958114924
178.9702439264587,159.02403598072112
211.04591075699568,224.40403583830943
300.3853042807028,360.94380821852747
197.25865232175275,155.59147699352252
409.3861916104136,204.37953961461653
340.3607193914781,363.3952961395198
407.7576836898641,136.9121975347154
419.0732310007504,157.0335250203195
243.3561838124628,368.8962187269216
440.8675735022381,114.94550536926027
119.39394093721712,203.8378407191495
183.97713120505807,204.4152618368984
441.2996283820065,220.30931012340903
469.0837871816597,202.86486749075468
171.66832525203648,70.30868024814309
427.1501340340302,147.3973062706171
330.642078036885,314.035814257565
288.19184093550217,357.2219422775825
206.93825862603853,212.42088883093493
310.85789425398787,369.820224310591
412.93316982841066,221.91787341000577
233.5159773030191,353.9802387938537
293.5456088935166,408.2405502123252
265.18164760068794,429.5234386818819
142.67441761543395,179.9683605658205
177.98532373967095,175.7279973953101
483.4587203941797,140.93502259516544
275.4352663534308,365.5999302426536
468.7165757253272,194.603799089442
262.11896308110954,150.85202784039112
268.90963977077865,317.98388845863855
246.74351868128105,156.86027460606084
405.2364652332388,163.58280310052146
153.78235929199775,189.64324110792208
221.42368328185685,164.81992160517248
421.24449395292,155.51009863410383
170.25822078976168,94.32771729310107
247.7221573687468,384.7294489370618
512.0672249671599,159.09168735124825
458.4605928759372,93.49172592425316
463.1658756231889,183.7508388292337
195.99627876542823,144.34275218300866
233.22113915396343,168.44757125091533
307.3576524274769,409.31608397834816
187.82782141046232,136.5130408544863
223.26315064932297,198.0805904672904
356.5079649786054,171.44081287013168
390.8329098783734,230.39186359864948
159.38309064984028,167.64061834797116
340.98946632725256,266.37243169384755
412.1579143919172,118.22334381831604
442.0150844033097,115.29888334170732
287.10103445266714,389.6047696131075
457.5585135468435,147.01099075254285
324.13229301376373,383.0640577586713
170.39466491431372,110.20400663627048
441.5030470358242,213.5270692657719
308.2841987241674,332.9487285447203
299.3365712554349,332.528236891081
415.1503718659766,110.89119680202784
147.99704246318606,140.74678179133838
402.1713079212048,143.0456462242586
192.0261653148829,216.5224245005428
327.8234405112029,357.43833999645244
155.82148310762295,141.56689857462845
493.25163597774633,172.82069088563426
280.3462145182488,289.70253287861635
262.47729240626194,357.07781738807785
300.64457496500074,366.70469606210366
311.46099977283234,410.45176606480686
138.17699504036307,110.56703463453808
319.48447701551447,308.78246842430974
468.3188882377077,152.9781616720518
432.82580501198,145.0193478782706
180.59258023902424,219.76503369710417
370.0998311233536,365.63716839812616
211.4012064382061,201.02725220058497
433.246670360488,120.96038286414212
378.80542937922894,154.76981601996297
259.05646433305753,371.3499903020305
463.7987682660515,150.9391277760948
226.9072718388789,361.5675405911086
457.5770507091605,179.46299016586113
372.69066140973007,248.4883882686284
131.2836712001471,184.7275574575881
434.8731992667226,199.6660288820925
301.37094956503915,383.1088745422146
218.42159277462304,129.39132140645668
264.8584172825948,370.8731469178656
468.9521581742228,120.85524490684772
261.81767190422966,393.3638362844761
468.429184347964,182.5316130298902
359.3801658632441,405.0902414109093
203.92054210358805,178.492207389802
106.65776315016738,151.8444823617324
269.8600414482419,425.93760551982393
410.6606544348151,154.21598769806036
333.2330597897009,325.20696320708873
451.161194582716,169.3843058988075
108.37914367110577,145.76166885886724
384.1718247998158,187.78259538207112
171.27662145415948,102.78039245227828
219.000884831223,151.52726156772434
138.7235454650028,139.1782347001212
443.5150676911461,141.54966772321177
397.818730943811,164.90793749817792
270.1618680382867,389.6478314398426
217.6432232035228,421.2116888089242
413.6117236524729,216.3176211680336
247.84701534477773,332.3327097187014
334.15369695165896,369.5365912979372
491.71929212388096,103.79995021825052
466.724945723285,196.1565182963824
466.8002054967936,187.8874954148784
435.82798950131735,202.55726553550605
472.6495210619818,131.2790350890657
503.14483035988735,175.05300523107445
280.6163745093251,410.6496195032638
181.0232076975554,209.64942001418245
270.73119504233824,336.97072917969183
318.260207936673,339.28668998581566
420.5483376673748,205.7200644807704
316.67110536465304,383.6624676263873
165.77171515229597,149.58728877674497
441.1303430949842,112.7187264756387
212.76419321635737,210.18198334986053
427.3766129225597,192.86102503927864
213.8975389552988,204.64500230772293
157.57473271700565,109.92651081718942
224.19904002140905,234.4237179399379
431.1371048871899,169.6153310901313
493.0852517306722,184.68423664697823
225.8104824279888,205.21403438201392
384.6047798846388,234.46804615143293
482.4644743267366,153.7366319299663
268.5402723780405,335.6507296562736
196.04968681689883,159.33739151976656
497.70777432482464,130.534374116321
326.309282245722,351.5900854385441
454.9088268644181,190.3001017293932
272.0440689256662,369.12022528376286
174.29149197097618,166.1426046065361
379.9417685540988,210.26135555977544
311.22416290749607,364.96975139556906
442.7603070733787,244.8729267969064
433.4507408912351,126.85026565200756
142.86287337191362,164.8927775053874
216.15126010331872,404.35466191259496
272.6113797783526,326.9639694717192
308.487205867806,422.4697935091092
313.01008219741,407.6350405083396
403.5786724605293,179.25940320584226
213.995896318754,136.96359054302212
162.45428450468944,136.6626680508545
325.8642863224852,376.8121901209096
434.6069491749631,177.16364892794533
193.29588671011027,205.37225932797327
213.340998987312,342.99569552179975
266.8291710411538,363.0104462915349
293.55167179227334,363.6212547723577
196.47287021752533,129.0712535340612
302.82520577332247,312.08354262850355
459.0352291310128,216.30581188186792
374.2192543573051,319.3007568000293
160.13139155874666,147.6079454774845
183.60930903588573,192.91519872899016
206.8854756546092,225.7797000274981
354.3478466599312,385.9561808704164
396.6047322360464,247.24882925694507
183.7907756615359,120.7093098115844
255.66679768687263,288.14408688321004
148.5925616418119,199.4823086916972
455.09135973408695,139.21367558131675
189.2200567405825,146.04865131964078
330.6830124940124,387.212192051996
417.7131919533572,123.3701878715866
196.45223798734548,110.39184465100736
469.9856073256013,157.19842664540903
165.87440346162276,188.7263955591085
166.22815498780466,138.1087882086733
261.8141608003321,298.4758833259181
459.6146864845057,206.356061613124
205.3865229980964,176.51188051214464
324.188487341686,357.48388738263134
190.660808262856,149.51743596635103
451.3708492086637,195.1189742308885
193.5990203735107,199.0676288321372
456.24741165185793,142.99782637792666
271.5199648105724,327.8535173878744
280.84373963957535,356.9540180071692
393.268341683243,178.7724230710628
329.693479615579,349.7006062976672
433.7520904061504,190.58303626541905
230.0541103513804,188.9599902628337
314.4534530274205,376.6366019536509
182.40551047399825,224.20339887256029
384.78478197023446,149.05496992118495
204.3054226615024,172.87847557565598
440.0963364508984,175.11868950376106
261.0409520426273,413.1183876174672
142.56189284158742,149.20786205565827
451.2526665816175,215.97162323398268
453.7234971338581,180.74961158610265
208.52325590488,207.70744827040787
477.97124370975945,178.98668796585616
309.81662173158975,346.2874608363461
237.8036576998186,350.3232146382496
421.3940864523904,167.58393123597173
288.6203375977009,394.65063622080936
177.64103302107773,195.12151466416543
244.36796612392013,359.6068063758578
195.8270282598807,171.2378563704278
177.6199590299221,229.63725118394075
243.9278150907114,364.03787741795895
307.620134913734,332.6077826091651
210.75089940439372,139.22805323165156
398.4552651565493,228.9677963857116
221.8571303853688,328.93939880835615
403.5104862162333,223.89401119489696
198.22337853088968,157.73887032377124
209.9203639536436,140.00346688761243
394.4134448126472,243.54499738774243
346.84854742758387,386.47865396739206
213.1236685128449,143.68857302265386
266.7770239880267,365.038437867705
404.18428264334017,242.3202208588401
462.5247142472174,150.84384668535654
326.10019036471846,339.43102947871694
213.08075357506732,140.53916698996497
465.2137347949729,181.4747608769236
122.85776380882884,145.8259619355092
352.1734231388574,360.4989353147186
374.059283186068,410.16281163176825
295.8220315152344,314.9091354574316
267.0338447656002,353.94586514144635
154.48592556303709,191.3270921474111
161.88341380408596,185.3971848304201
324.2292176419913,396.5522385847185
465.6985222650759,206.21837983315308
146.18225437246463,153.1571780682396
175.56386163593106,127.83089507883138
438.5503560699408,128.10567173360218
164.308363381992,195.0850376056353
294.69951663134617,442.3010019308848
160.07191984590477,150.3453992026512
444.13091601243,189.01665800775012
441.9801234993101,174.28709879675282
220.08610533234292,378.8637221400565
278.2290889762859,417.4155798358661
177.71153408264257,151.09980382743674
230.9021338483831,179.40877279136006
255.83392356769053,338.67729050642714
397.42672064324574,372.4398729093329
432.40074798555366,193.62257986313207
226.42688961212457,340.3772985878703
203.9366585785339,373.98231742674943
277.4128299390461,384.391673220409
370.9209397412513,231.4927842145712
194.8369428223256,183.42958954073143
465.1720209959471,219.7277620517321
394.4797808530673,194.61129693705
205.5186359878128,127.1763598717229
435.9010890351956,88.37564315187169
170.48301267928298,119.7106315774221
211.28342454240732,245.7201341921757
240.3634575813565,142.42308220746196
195.9215405592308,153.46341655274662
333.2505133619157,338.94324026319293
289.71865990394105,400.21336344848737
214.8690380995558,146.76601835998252
188.74408346184413,396.6765061500003
223.33197358256865,329.6832283784925
452.1966062394463,120.6113538722188
155.7916684894453,175.27558442622768
307.5497642097859,311.82969230049764
165.1172079560565,189.7227593190103
447.7592787952937,134.87065402265804
219.2435636745535,145.35936269984694
479.5506855216775,113.741811508938
399.93939999472616,139.8496350699588
249.00504236465852,369.6366846924358
